Ghazal/Nazm,Poet,Fran,Rekhta,Music,Others,PDFs,Date,Status
Darshan,Miraji,https://drive.google.com/file/d/1jWhsie9SaOItpGWtnauIZ1GPDG6nIYgV/view,,,,file (https://v5.airtableusercontent.com/v3/u/51/51/1773518400000/7KECxmCY23Fmt8jfiuae8A/-3s3krhKAWBFYRB6zOI-FNj92-BvD6LJMFedPtwCPRzuFk-DCWOT9hfgHLozrgFkwnpXrDJRr9jn7NMKIYY-ASE-W0sSKBewZPaECjT70UnHDiKV_6M9ly6FL-LqHrv-CIY2fhBpGBKnwHo5wcB7FhWYqoDO_UF4KUdJcXvIWKfSU10WVoWFpfzoxhSOMJRPn8Zjxet5k91VffQqmDjNwVr9_OPfrQKWSNzjgcMpIChG3KSebQm1yMqeaJsl_HypVv52evb3npQAUX95Dd01ltRwrVhxS7n7R3v3WqtPA_kKn4tTPkTJNv5CqXxzlGzRP2nYCAh6kFGg13XHAfPvRtMkPaZk-ubDqFwglLizSpHaN3xKdoId0UOZ0PRPSliBp4XoLU6UNnBOdZKSQOARqJrPwyq4zBBeall4ou71gUDduyIeN-W7u-9FKhgBUhOElxAI2NdjA76hOD2hV_qm2g/EPOz0F7aS67GRzAMXs5X-7NFDlje_7-v8hbvn_xYnts),"April 10, 2020",Added
zikr us parii-vash kaa aur phir bayaaN apnaa,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/043/index_043.html,,"- Begum Akhtar: https://www.youtube.com/watch?v=jFJxU4afjIs&t=191s

- Audio:https://www.youtube.com/watch?v=mblW0p4Nk0c

- Farida Khanum: https://www.youtube.com/watch?v=Krxjk7UtlbQ

- Mohd. Rafi: https://www.youtube.com/watch?v=YNCfYPF3grQ

- Zia Mohyeddin: https://www.youtube.com/watch?v=3O47VFqvjUI
	",,,"April 10, 2020",Added
gaahe gaahe bas ab yahī ho kyā ,Jaun Elia,,https://www.rekhta.org/ghazals/gaahe-gaahe-bas-ab-yahii-ho-kyaa-jaun-eliya-ghazals?lang=ur,,,tn.jsp?f=001KC4X0uyXYxou2KDmCrdALKLNOAsXKwSgmjbuKuu86HbZ7NJXfbrGNao449q0TQLwq83FKtZr40iMgtAo6Th9Ypf0xPz7l0MOW_iqcCQL3kHCIIB4Ehnc_dC-ZyDRJXQ9eGNDGd2oIMGxvrQ75uMT7wfeo0aL-0BCfO0QDyVXBYnwVEyuMH1rMDs5Lw1WAMHQrCoq5GsqwTOlKX3_ZB8rIGU5oSFUkRbI3cVmWRVpBYo=&c=8... (https://v5.airtableusercontent.com/v3/u/51/51/1773518400000/pKNYySBHHYnDXKDVYqlw7g/MGVPGLSWynSuf9aaQKeBYymG6saoeHAeTjq5ezpwsQMo1aqyD28xZ5EsYvegNdIrvustyC5DeLIPicsarLFAOmOGdnAap8udR92UHHzoQndsEJfec4oXNU5cudbAXJ6xMNfG4SQLjEXUn1tri_xdKKfWs9nqFbbySOKke3IWaqtscS2qhVHw7M8od2IQxKiLoI8sQHt7NvA6GWVrKF3K_gBtTX1QqMmV6ixK8J4HR9VUrnpyNR5q14tYnlL6FDqeifbir4yKv-VWpe-rMhbEVJHwU4dAaAYRTjyGWzgb1n5lMfUywu7vCKdIRhfoaqPX18i9m4IRHnNNF9YRDamoMifM7e3ycrkRURDcL_nr9cXXFLVyvta2_ROJzHY6FIbRgXxlV09et4Cnll2EFQlDPxZz_wlpSzcy63LDswEZ1A4Dd4vgbs3ZazEgVhcs_f5h_sfRMRHyvtkVV-xz8j_Kfg/IyrNPH4o3xviMzU6q3-1_2YmTZ3DynkvDwOJJnbwXHA),"April 17, 2020",Added
jaur se baaz aae par baaz aaeN kyaa,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/046/index_046.html,,,,,"April 17, 2020",Added
bolī ḳhud-sar havā ek zarra hai tū ,Akhtarul Iman,,https://www.rekhta.org/nazms/e-timaad-akhtar-ul-iman-nazms?lang=ur,,,script_urdu (https://v5.airtableusercontent.com/v3/u/51/51/1773518400000/6pufHm9XTPpW6vqpDVC8WA/z-xThcH86HHIp9sK_cvTOaaHA6F_nhAs4FvJpCpJH_SskjDVEKk7i-P7y7nzUAVGfuGlsfaVDcWBqYA8pmqyWvMf-nGC6Yc62tu8NHJQPojhMmL8H6pO5wtNaU3DKCilW-_ErL1c7Em8d7CIdKBXaYpFGSfv2X0PO_WMEKEJgmilovIXYDbiAxiBJdc7xlPw9Ska5UccEErq5Bsg7hLTAj8arfYEXdqpzZQ-7z_isxoID_5NZnVL0-D-fDc2xW8ziYxefdVRU01Rg1b7n4waHaTn9pj7MfSS454kHSGkFXI1kS9Csa7uqnrOuRblGDsyCCNFZfaLZPuD0YIqeScC8blpVKO7JP1NG1X3xX6cYuTGJgp1SU2Hg4-oBkM6rQSbDURiuaucpsFNgiJYNuPsL8-bjblPwcx_DIMEVxKwO-jkpDwT6jgPsK-S-Es86AdSkL8DhUxXFDGljk1412w0DQ/8I_8Eky1EuBLNRZfNQ69YhPXowcALoJ0JOrjuk3-BVw),"April 24, 2020",Added
ʿishrat-e qat̤rah hai daryā meñ fanā ho jānā,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/048/index_048.html,,"- Ustad Barkat Ali Khan: https://www.youtube.com/watch?v=UXyVVba5CaM

- Shumona Roy Biswas: https://www.youtube.com/watch?v=GJdUVhYhhuI&t=171s

- M.S. Subbulakshmi: https://www.youtube.com/watch?v=_EbIESRjc2I
",,,"April 24, 2020",Added
sach hai hamīñ ko aap ke shikve bajā na the ,Faiz Ahmed Faiz,,https://rekhta.org/nazms/vaasokht-sach-hai-hamiin-ko-aap-ke-shikve-bajaa-na-the-faiz-ahmad-faiz-nazms?lang=ur,,,,"May 3, 2020",Added
phir huʾā vaqt kih ho bāl-kushā mauj-e sharāb,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/049/index_049.html,,,,,"May 3, 2020",Added
sar meñ saudā bhī nahīñ dil meñ tamannā bhī nahīñ ,Firaq Gorakhpuri,,https://www.rekhta.org/ghazals/sar-men-saudaa-bhii-nahiin-dil-men-tamannaa-bhii-nahiin-firaq-gorakhpuri-ghazals?lang=ur,"- Begum Akhtar: https://www.youtube.com/watch?v=YtjBZHH36PA
",,,"May 10, 2020",Added
āmad-e ḳhat̤ se huʾā hai sard jo bāzār-e dost,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/053/index_053.html,,,,,"May 10, 2020",Added
dil meñ ik lahr sī uThī hai abhī ,Nasir Kazmi,,https://www.rekhta.org/ghazals/dil-men-ik-lahr-sii-uthii-hai-abhii-nasir-kazmi-ghazals?lang=ur,"- Ghulam Ali: https://www.youtube.com/watch?v=VoAlBP16mG8

- Tassawur Khanum: 
https://www.youtube.com/watch?v=J3Cq1KS53Iw
",,,"May 17, 2020",Added
ḥusn ġhamze kī kashākash se chhuṭā mere baʿd,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/057/index_057.html,,,,,"May 17, 2020",Added
Nisar Mein Teri Galiyon Ke,Faiz Ahmed Faiz,http://www.columbia.edu/itc/mealac/pritchett/00urdu/3mod/kiernan_faiz/32_burymeunder.pdf,,"- Faiz Sahab: https://www.youtube.com/watch?v=EJ6JNMKfwFM

- Abida Parveen: https://www.youtube.com/watch?v=lyOOXyv4ve0

- LIVE Version: ﻿https://www.youtube.com/watch?v=b3T2LlgQC-w",,,"May 29, 2020",Added
balā se haiñ jo bah pesh-e naz̤ar dar-o-dīvār,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/058/index_058.html,,,,,"May 29, 2020",Added
Hum Se Kuchh Aage Zamane Mein Hua Kya Kya Kuchh,Mir Taqi Mir,,,,,"script_urdu (https://v5.airtableusercontent.com/v3/u/51/51/1773518400000/9mE2ZuTeTCFCT2yxGs2Mqw/GZqhg6T-j-jlpk64ztHMcIhj6WhzKrj-0jKFdFmFKt0FZsMGdWnCav2IkDTqKNCA5JieEVqMwr8nIcWr0xcV-M-9X6bLCkWVV7piTa3eNAdKBqYvERPfTt2gZ_kJF2-kS3Cj0Z86QAZBf6t1_2nJvGQ8kBpo3LXYG8mYSSL6qq6UTVHBZ7fc1PNv1ovKHgTzwazDoAcGZWgbyYZhj-F4i-GuIiPfcV__QOnEQYhkj-4hvOHt2yW8QMbr3pYfQoCqv_qzllAinEO0orYTfMTgtx0SznlYHJ6JsPIZhWtsfQAJIZWPKHyDb2pacJyUjwf8neAIMpIF7So-K7GxwchwG5vg4oVXvAtcRFn0jATlPVTdzxjNmaSvJ9WTzbNmrzwE4PLr_SnFRtUYUvsRw4KQTrohUcK0jn2yDHA3vqPIaS5IVZ-W6GyE6kIkpbNZs0nWvF7yVSWtmmb8FqD3jQUrCA/LDrfPSgANOMarG7_qUSYqm_atLRFQGhSSBCsjGvCG78),script_urdu (https://v5.airtableusercontent.com/v3/u/51/51/1773518400000/PHdb4iZjHCXfUwnBSuMX-A/ELVlbQfh7bzNfdgeY0GVPfnmhFFnL0vhM1iypt8i88Wyc5xhbm4DeO4dfxfdkqNSboyaFUVoo1Y01C57EXsiEkY1GJasDGUrtBVsMSGHvql7wiDecjzCU5fRh6F2wxtUKlQCHIvFEPTE3o-WovjEukVJVlEy0y39x0gI3IIlCPlU2AnfnO8ZtV5x5dSpmxcoLAY3nstGNTD31QAn5RHL1YczBdd-6glwgVWIta_S8hEsLgHjdiizkjfTGfeKo4w3zAZAZwOWzYcNltpoY0dx0_fMDvJB06AWkKVtRn2s6kiVxn_Mg5OwPJrBBlVhd_4E4VZc0yDXXSREUkWQb0taf5tcTKaxnMFk9a0a_TczfG7F7WQL9wVkvB02HRr3-xzpQ9CY9QiyqQ-_h8T2qgVff_cnsKvKZVdsQ4e29f5_fg0yCB-ihIhm692SYsERifbYjk1bD1h0Oj--gGLRTxihAQ/_CrdaFk9mBp6Z2VFwO4pftvkYv0n-oXiJLxlNDnpJnM)","June 5, 2020",Added
Kya Kya Kuch,Sauda,,,,,"script_urdu (https://v5.airtableusercontent.com/v3/u/51/51/1773518400000/kz705rQEbBC9-Rq116phLg/nWkISLT-b6E_Y7kxsmsOwApvmXT4Qgv4rPD2mmhuNt0L4h-2XnIVvFf7XMdl7XyLpEllwxmaLBOFxLyCwTMEmyW-nEPNRCOVMKHub0olZFefOg0Ml642rx_rdiYASPcuWk2e72jC4bVx9iMfNMmNmbMRHUKeGb8sMq2xk6OfiOk87IhmoTAeds6KOCTEkMYwZyoRYsrhXEokAMu3bhMKhVJS1cMkkJYsyTevhrd9klHx7zW10riRwavyJwkvxXZDTuGEjTVVFzx2dCK1zC5-HF7aq4EWzSxQkXcpZAtSbeN7WB2KgIvqXqSiyif4igFnx_7fJk4iPsfipIdrPSElFe4-57Hf72ahMaMZjCC_xJXFLU4lwfZQfVlkuyPojmXOJxG6zHn3BgOE6R0Q_BsHSrebd--C16k-M7EY4vG6aVlE76YwMhebhjRu78ibXq_W-R77-2sm7dFuVxZgrz3P-Q/CrYXw_4Dlo4mZZcaW2AIG9tjuq8WmMfoX7-IggP3Qqg),script_urdu (https://v5.airtableusercontent.com/v3/u/51/51/1773518400000/LLm8654Laq3DE7P1UQOIKg/V5NRykKNAMasazAITIKmI0GE4uKjVXhjYE08MS-Wcrroot7WInobja8tFXumNmjZT2tZCcOh7zoz0K0NebFYs_TciO-epY12_OLqaxxqZyEB7a8yZxk8QE6OYKyWxz85yB9QlPQx53fRTexspHftvojgvjaMjjC0wnPfGAiYnWGe3ex3xhWRIwKwXJdDo7jmqkW0x2aarLeMYkd3tn3b2Dw-AaYEgPJy06mM8G1ATVFIYxfruF3sYOnc618qbmWQs8lblL9NP-Pnfj72vMalBiaFVHpELGqIijWpgBsomCs7fUU2sirrhgtS5Va_-CrgNPAUu-G1Nt6Z8ei_zrDLa8_f3cysjF8RwkgMudsoAnvNVReGNEHXhBlvH2J4uchI6lPM3fK2eTeN4bxx0S4MI-ilaBl7XlDb-ISnupn_Sh00HkWgOCNrsWF6Tp4CvueuAbjWfuKxTj4qkRMJ2eD-2Q/ZuC2VF12QS9pruCXJ5LDxgmnVRVPB_q-Qy6VHYbqZIM)","June 5, 2020",Added
Aik Manzar,Miraji,,,,,tn.jsp?f=001CUiluqSKiStwDU2f1uHanrgMRL8HJXLVXPnr04vHrFK4AGAh1mOJY_iAyeO5Dck6zwwsgGcCiOPFBTK2WTdqS9QJ1YQwJrLuL927uz-qRihw4MMtcQFxcbafOjHQnReJlTsVVcJHiWenjbkecUowhLae4iv062tanq_KG2Z4m9xEngHorvxB1SuxTkdHbP5u06wrS8mtezvtusGGGI5REg==&c=NFxzsTQdkcnvypiUsUGV4... (https://v5.airtableusercontent.com/v3/u/51/51/1773518400000/UiTtlWfgOLZ0_rIQJE78qg/u1MgYMJtUsiTaMlfE2vdmnwprORoT1c8OHUvxpLPpNMkTJch18nRkZ3zbFU2LDxS59HjACNnHpVN6tBPKmpJfHPr4RQ0ANYcXlR2vljJMgc1mXWHA4Za71BW-dHOIDHxa4svU-UFeRMONI6lYudzVWabplLvuqaH0jsJvVRZEvHcWe_5Ddq8A-TtDQx7rTwGJ5t6PWfYtQwcq-XXhEhdmsRdB4YlJGUMgjEuNzEsiYgF3-8QJRWD1FH6xEv0Wojr_2mFEBFjF-g-fLh0X_8_nR0RUxCWlhVSmjlNx17o4DGGJch-DUoaSOGX9kICE8cGAkCl4Vhc50rBdMwceUU4BzAl90O5mAqoQP5hD0-vPWS--vQ1kGY9QM5BFTTOuMp8UGB8bxs3BOgC1MTzkvVGyw9-sNFwCaVIgWtFLfQFWJPAQProoEGjpDhY8jVayGgsXB-D0bITj5G9BAjzBc4JkA/VLIeUOrKZMuxa07CD1C7LMvy3Tq0gdnBR4OgYXJCU-E),"June 12, 2020",Added
ghar jab banā liyā tire dar par kahe baġhair,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/059/index_059.html,,,,,"June 12, 2020",Added
phir charāġh-e-lāla se raushan hue koh o daman,Iqbal,,https://www.rekhta.org/ghazals/phir-charaag-e-laala-se-raushan-hue-koh-o-daman-allama-iqbal-ghazals-3,"- Rahat Fateh Ali Khan Musical Rendition LIVE Rehearsal: https://www.youtube.com/watch?v=NdDtKW1TjHo

- Warsi Brothers Qawwali:  https://www.youtube.com/watch?v=3oOQOhl-nXY",,,"June 19, 2020",Added
phir is andaaz se bahaar aaii,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/181/index_181.html,,"- Farida Khanum Musical Rendition: https://www.youtube.com/watch?v=5SrndjZudRI
",,,"June 19, 2020",Added
"chāñdī vāle, shīshe vāle, āñkhoñ vaale shahr meñ",Ali Akbar Natiq,,https://www.rekhta.org/ghazals/chaandii-vaale-shiishe-vaale-aankhon-vaale-shahr-men-ali-akbar-natiq-ghazals?lang=hi,,,script_urdu (https://v5.airtableusercontent.com/v3/u/51/51/1773518400000/buf-chwV306NNYngu4NC6A/yBbuGBDDNFpdBtELGlEGL5rgn_oyiD6222FGDMcX3ADRRqKHo75kYUPhumqoxr7nyCpzvrB1X9gxGDE1a9qfpiGe3A6Vtsr8q5X48PyhIV0FkqaiaRx3EKAbs_lU5muDUwpCCVL0z20IHXX0hsXp1jClkacQQJPfdgQ8pyS-IcCPQ_lxW3zFqyfx6jYxg7XJ_CwYJV9M96UaOFspDQ5hZMLFVCHKXwVWloW0zKsmr-7lQBcIKMJiruCGFWmSk8PXBbVBrgwSBOBwYz06jqxME3oSzz8rnQiZdbFz3aFV8gOe50wpz3jy_mjdHdIDKYMo-tpH2bCkEhvktb1r3iQiHN-SD3AOjrtgPhJ9Ulxxcn8WZ7dL9YtbISIR-K_tfCCaukNERWtRRurIp3HLFifQ_uuBeT7wcWcjGBw9go3DwuMX-nO01L-9i7fyTTdzete01Y2gfOryfp0IyGFJ093sOg/8X-XNKMxDXzA04rl4KRV2G_ZVpWD6C7u4QQX351ZAYU),"June 26, 2020",Added
Ratjage,Ali Akbar Natiq,,,,,"script_urdu (https://v5.airtableusercontent.com/v3/u/51/51/1773518400000/IvwP3sYJb-_MxHkEH0v8bw/af25eCLWiS-xonmhGRFIR1vvuCgYMRlwvPxe1gJZH59eFIWbDXEj4oNmJ5TkkR-CXx9HxnkKmYqtLXARsG60fydSw7ctLTF0H9m0zvqmgRPSShatvFGU79zydKc9HMkDCr7PSrcUSzCJHa8gBoi8ywbfJuaCMtYU1tyNbFtAn3lb8ZAeG5Fi_ugv1T827gEkkWLJgoLvYZFG2RjxOXs4qMzUHxpQITjH0AekJXZN3Jq3KXZWPgZfk3px3j-rCCLDR4WEB1spgeIYQtj2efvE2eWY2-01qepqaOp3Zn8888QAKPVZLSLWBDD_Et8nUMRGFYIxMTv_Em9TtDkrFZuYZETg6DIlobWXPWfTKuJiQ884KJgSjSCSbyEgeRaEP5kMeMibabYnVF7j2g7WK2uG28sbgdAqMjPpGqWvdvBE_54Xu7cifMMd1Hu3cAlJU_gMIhLuRjUlsav0xJVriuO2sQ/wrY2k4qx_3Wm_vtJT5mTKfCUXg-cSrBVLTi0Wzj-9Q0),script_hindi (https://v5.airtableusercontent.com/v3/u/51/51/1773518400000/00w16u-yppPbv3DMqDNOVA/R6vRFXpq0AnSZtnxfpZxEXe4IRo5gYFIhFM7F8Kgg68urIkVmZt8h3bcXuV2-5JkDQbOVmpOU3lMZiambCiym_LOK7VX9wKU-ySLXa7Jukwmsl27frD-MJWQu1fcE8Wm-q3mysIGhui6O0js0jeeBCkH83qTqcAFYdGNUYyx4hDELA73vnWKIhBdTlXn9UxcPsXxyp4F4IbJBuHG2ob_ceNGfP7D1hXZhcTDu_8UhzUhJ6OZNEvvhDU_QYkS08Vkie4rDC13TlGU6jqmk-wfHO7ePNb61hx3SxVCxWfuNSZxI-xABM10QGch8SCkzNjBLBSNquT4v_Y0p_Ubbxuq2SsPotCYG7QFOIs73WSxYb407P-zSN_9mAAlNFI1GsK7OoV-4Wd4q382Eg36za7CZDG26Jj3DdtRy1UfulbV6Be7J01XEoAsJ44IdExmodY6ypfufr5t2n_v-uXVTavAZA/pQA07ubYIGT7DNgfakoXjbUU_fm3mWhDNBJmAEox3Xk)","June 26, 2020",Added
zulmat ko ziyā sarsar ko sabā bande ko ḳhudā kyā likhnā,Habib Jalib,,https://www.rekhta.org/nazms/zulmat-ko-ziyaa-sarsar-ko-sabaa-bande-ko-khudaa-kyaa-likhnaa-zulmat-ko-ziyaa-sarsar-ko-sabaa-bande-ko-khudaa-kyaa-likhnaa-habib-jalib-nazms?lang=ur,,,script_urdu (https://v5.airtableusercontent.com/v3/u/51/51/1773518400000/-yzrmIdj5R6CT-CSTVv3Nw/rqwUVqPFXFEpmJXLsxD1JLxbDFvMB2nA9GXfN0e2q50wUyHvLoW7pjfC4JbFLnQJrc_LwZOQ90SKnTEGNibrqMdCqtJzl1k5TBPxEzYoobjDGinvqzqkyPyvD_AydnlZjCkR6j_9VZwJmmXpYMWVkHcZ-Lgb9XvvaRkZt2RH_moBINwSR1Ib1En1rd3BWAJ60A571e6LYPJjFV574IMTseGcMmE63ImAPJb0F-0g5SRKZ3dV85lVscYtocNq914At4pRDUedER-Qv-s3ZW5NUakKBX8d_lTfdAKidoJVAD_x5zoOZRUsYZUtYoBXSPwisbetBTtwkvxbxR7_T6G0qn3i-Gqy9IAmcO998BTPXZgIfLr_CsgVwG22jZmTsC76Vw3rS-nRt2GqpUHCImd_9fAh8HETB3JP-_QGqj_Lpeb1O0sTAH35wkHu8icIHy3SJR3DbHcSzMlE8fZNFMbdsg/7e8QGYa0c1UN7viq6c5tkTW_bWdfg9Bnb4OtfIc8nuU),"July 3, 2020",Added
junuuN kii dast-giirii kis se ho gar ho nah uryaanii,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/064/index_064.html,,,,,"July 3, 2020",Added
chhoTā sā ik gaañv thā jis meñ,Munir Niazi,,https://www.rekhta.org/nazms/sapnaa-aage-jaataa-kaise-muneer-niyazi-nazms?lang=ur ,"-  Munir Niazi's Recitation: https://www.youtube.com/watch?v=Y0YhvoieIcQ
",,,"July 10, 2020",Added
kyūñ jal gayā nah tāb-e ruḳh-e yār dekh kar,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/060/index_060.html,,,,,"July 10, 2020",Added
Gori Karat Singhar,Parveen Shakir,,,"- Bilqees Khanum: https://www.youtube.com/watch?v=oyorE7TTk-U

- Habib Wali Mohammad: https://www.youtube.com/watch?v=y0VdWzc1L94
",,script_urdu_hindi (https://v5.airtableusercontent.com/v3/u/51/51/1773518400000/vMyifgA_z9J6-iUB8f1ycg/32jyWUCeuWY-RkKTgDqPHxtiYpTW-88gYQlIcNvuE4sTC091AqN9vfPElMHNoJxBfXBQsfnYXKYEXXKRcLbU9zeGiWiCOpHwLDXabkFczcQLe7pHx_KW4hnFRIvvcvKTHok_5bcrGgphWmRfYHAjQj8tGUKxQPi0y7zghmuUDW6ebx-GdK7ChcZgXsTVFic_0uArrEnN0hFWBamAZvtcagWU8PL6F2jL0E-0K9yaMpYY8GoiBYwMCuVaEbcXlK5-bpbJY6NTeQK7XWZpd6yGF334L6ylSxmrsdggo7njl07zqCBpZx4T3LjJFLc93w3rMmzvDEo-JwQ_HiwrnMDFweHpMVsk1AHvULEnMSnEGOBsQI5hsa_S8apQ9XIIeunp_z8PWaMvwQkkPeRcR9mlY08TPv6cJ6I8EGA9P8jdJUDpjJZvnCaTe3KR2kdSCPv2yg-HLXMkhN9JTY1eB9EXPQ/xQjQ5oIUqExfUmkHaqHFHusVXRBWwKqlY04vD-pXQ_k),"July 17, 2020",Added
laraztā hai mirā dil zaḥmat-e mihr-e daraḳhshāñ par,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/061/index_061.html,,,,,"July 17, 2020",Added
Ye Galiyon Ke Aware Bekaar Kutte,Faiz Ahmed Faiz,http://www.columbia.edu/itc/mealac/pritchett/00urdu/3mod/kiernan_faiz/10_dogs.pdf,,,,,"July 24, 2020",Added
hai baskih har ik un ke ishaare meiN nishaaN aur,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/062/index_062.html,,"'- Talat Aziz (LIVE): https://www.youtube.com/watch?v=cMnJ7HzxiUM

- Mohd. Rafi: https://www.youtube.com/watch?v=lPXkn-XyKUQ

- Noor Jehan: https://www.youtube.com/watch?v=S-QxO6D8vvk
",,,"July 24, 2020",Added
Bol Ke Lab Azad Hain Tere,Faiz Ahmed Faiz,http://www.columbia.edu/itc/mealac/pritchett/00urdu/3mod/kiernan_faiz/11_speak.pdf,,,,,"July 31, 2020",Added
laazim tha kih dekho mera rasta koi din aur,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/066/index_066.html,,,,,"July 31, 2020",Added
Mauzu-e-Sukhan,Faiz Ahmed Faiz,http://www.columbia.edu/itc/mealac/pritchett/00urdu/3mod/kiernan_faiz/12_poetrystheme.pdf,,,,,"August 7, 2020",Added
hariif-e-matlab-e mushkil nahiN fusuun-e-niyaaz,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/068/index_068.html,,,,,"August 7, 2020",Added
Ae Meri Hum-Raqs Mujh Ko Thaam Le,N.M. Rashid,,https://www.rekhta.org/nazms/raqs-noon-meem-rashid-nazms?lang=ur,,"'- The poem that Fran wrote on Faruqi's work and legacy: http://www.columbia.edu/itc/mealac/pritchett/00urduhindilinks/srffest/birthdaypoem.html

- Faiz's interview by Naseer Turabi (he talks about the 'original' history of the ghazal from 4 min onwards): https://www.youtube.com/watch?v=9LK-zn-2q9k

- N M Rashed's interview in Mahfil  (he touches on several issues including the ghazal, Progressives, and Faiz): http://www.columbia.edu/itc/mealac/pritchett/00urdu/3mod/rashid_mahfil_1971.pdf 

- Omar Qureshi's skeletal overview of Urdu literature: http://www.columbia.edu/itc/mealac/pritchett/00urdu/3mod/txt_omarqureshi_modurdulit.pdf  

- Alys Faiz's interview in Urdu: https://www.youtube.com/watch?v=K3WhUhquIQs

- Zahra Sabri had written about Faiz's jail time and the letters he wrote from there: https://www.thenews.com.pk/tns/detail/556605-reading-of-letters-of-faiz-ahmed-and-alys 

- And on Manto and the Progressives and the late critic M. U. Memon's view: https://zsabree.wordpress.com/2016/05/08/manto-public-conscience-or-master-storyteller/  
",,"August 14, 2020",Added
hariif-e-matlab-e mushkil nahiN fusuun-e-niyaaz,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/068/index_068.html,,,,,"August 14, 2020",Added
Tujhe Adam Nahin Milta Khuda Ki Justaju Kaisi,Iqbal,,,"- Asad Amanat Ali Khan: https://www.youtube.com/watch?v=9UYtbpgbUg0
",,script_urdu (https://v5.airtableusercontent.com/v3/u/51/51/1773518400000/2xX1SYc5VZy1coJx1EQOqA/XfQTACiK9IAYw_fZzx9kCzL9_r_a9NbJoXDj3PyJu0urIYJ95ZFxkaOVb13wI8yvhhbXiiZdQPxvz1VgvQVF-JRy1XQm91-zLep0MLI8i1AhRRUPcO9XDMSU6PY8z7F8LkHWPV_-sVAXtd9_g9qCzc1jM9luwexfux0PxbeJPIaKXw3mdhVMoDmSAAWaEatV_H18CnI-nBAGH8-FRjyZ4Zhl8vw4EzoaHMA8s2yFhCZpBz_a5FWM5JH1Th4_69x10JTBUtFYr5bkV1qIDE_xJTlA4SPcBlCaKKmQLPQ3kSCPnWxYeVzbOotKxzW6WYfpmb3O7ltE1XQgTIlz3yAAtfMh3UWvu7KVfSyhhj5LOVEojOPEzODBUZYN-8S7gto6_QQ6b9UktRD8CwV8AUAe8Ia_afYuM56l555m6ql-x0ahdy9qovM6X8gww-28M5h_YKyh724sDYotIoJhB3qkuQ/GYPA4KT5FnCQV34qHYOfz1cvTDwYPc_igG478akBhc0),"August 21, 2020",Added
Az Husn-e-Malih-e-Khud Shor-e-Bajahan Kar Di,Jami,,,"- Maulana Haider Hasan Vehranwale: https://www.youtube.com/watch?v=n2k16iR_FIU

- Sabri Brothers: https://www.youtube.com/watch?v=CQMDrqdzZqk
",,script_persian (https://v5.airtableusercontent.com/v3/u/51/51/1773518400000/CxGwslBbJX1Cdax25c7MSw/1jg_88g-3MHa8-jru6_C25BzRSpM60Ocp7wzqMRERa7-ysjZ_-9vR7DFqhXQXPlMnthPVZTkYusJhxCjSXIod8fuS2YXYew8k28R9I0ppsWZCpQd2pM5taIp5ZdmFoAViIIJ8e_E-4zTpjir9AVLRyIB7LKtQZBsJsKpBZ6IW2HoXLkuGabkzGnAygGaI8h79p-7DVHGWWpXDp3yqbNhJASLQ6nGGc0yP28sR8hUkHwoful539eDwQ59PEM8U-ViIK1gF5NkxK1RtgPSOXczjGlV4ehxcf0Hjpkq0kez7mPHIxY5YMxFu_Xghrw4xPfOxQB1FC53xI1FgcVH9sqLevd4Y8XhydRBfzgZ5Q5wNyW48XEUsLnZVaOK1YZwuw1HU3_sbo7O9HsgrYF3qtOMkNe6bhqmgpzAKIHbIEaY0Ea1k9pRbc9gbheb9PMFqRCrUMjy0vYUixbJO8_QYRuF3A/FhSMYZsYFMeL3_gdVf9516DRkJ-LYgwlRMIHg6hom00),"August 21, 2020",Added
yeh nah thi hamari qismat kih visal-e-yaar hota,Ghalib,http://www.columbia.edu/itc/mealac/pritchett/00ghalib/020/index_020.html,,"- Ustad Amanat Ali: https://www.youtube.com/watch?v=Lb-sx2oTEIc

- Begum Akhtar: https://www.youtube.com/watch?v=TXohSWxSHxU

- Habib Wali Mohd. https://www.youtube.com/watch?v=tiEL_sSsQDA
",,,"August 21, 2020",Added
